unique_id,Agreeableness,Openness,Conscientiousness,Extraversion,Neuroticism
"Is space exploration worth the investment? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is space exploration worth the investment? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is space exploration worth the investment? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is space exploration worth the investment? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is space exploration worth the investment? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal basic income a solution to automation? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Is universal healthcare a basic human right? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence be used in military applications? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should artificial intelligence have human-like rights? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should billionaire wealth be capped? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should education be completely free worldwide? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments control social media platforms? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should governments regulate cryptocurrencies? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should the death penalty be abolished? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'High', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'High', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'Low', 'Openness': 'High', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Low', 'Neuroticism': 'Low'}",100.0,100.0,100.0,100.0,100.0
"Should vaccines be mandatory for everyone? | Traits: {'Agreeableness': 'Low', 'Openness': 'Low', 'Conscientiousness': 'Low', 'Extraversion': 'High', 'Neuroticism': 'High'}",100.0,100.0,100.0,100.0,100.0
